name,country,icao,latitude,longitude,elevation,longest_runway,magnetic_variation,airport_type,beacon,fuel_types,landing_fee,oxygen,repairs
MANILA MUN,United States,KMXA,35.89444444,-90.15458333,243,4200,-1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MAXWELL AFB,United States,KMXF,32.38294444,-86.36577778,171,8008,-2,Military/non-civil,TRUE,"Mogas, JET 5",TRUE,Low Pressure Bottle,Major Engine
MONTICELLO REGL,United States,KMXO,42.22036389,-91.1633,832,4400,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
MONTGOMERY-GIBBS EXECUTIVE,United States,KMYF,32.81572222,-117.1395556,427,4598,14,Public/civil,TRUE,"80-87 octane, JET, JET A-1, JET 5",TRUE,"Unspecified, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
MEXICO MEML,United States,KMYJ,39.1575,-91.81827778,823,5501,2,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MC CALL MUN,United States,KMYL,44.88880278,-116.1017528,5024,6106,13,Public/civil,TRUE,"80-87 octane, JET, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MYRTLE BEACH INTL,United States,KMYR,33.67975,-78.92833333,25,9503,-9,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Engine"
YUBA CO,United States,KMYV,39.09777778,-121.5698333,64,6007,16,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Engine"
MARYSVILLE MUN,United States,KMYZ,39.85643056,-96.63071389,1283,4200,4,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
MOOSE LAKE/CARLTON CO,United States,KMZH,46.41861111,-92.80477778,1076,3200,2,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
MARION MUN,United States,KMZZ,40.48991667,-85.67977778,859,6011,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BEAUFORT MCAS,United States,KNBC,32.48056667,-80.71924444,37,12202,-5,Military/non-civil,TRUE,"JET B, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NEW ORLEANS NAS,United States,KNBG,29.82721389,-90.02658889,2,10001,0,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
NEW RIVER MCAS /H/ /MCCUTCHEON/,United States,KNCA,34.70843333,-77.43966111,26,5127,-8,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
WHITING FLD NAS (SOUTH),United States,KNDZ,30.698575,-87.01440833,178,6001,-2,Military/non-civil,FALSE,"JET 4, JET 5",TRUE,Low Pressure Bottle,Major Engine
LAKEHURST MAXWELL,United States,KNEL,40.03599444,-74.35130278,101,5002,-11,Military/non-civil,TRUE,"JET, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
LAKEFRONT,United States,KNEW,30.04241667,-90.02826667,7,6879,2,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
CAMP PENDLETON MCAS,United States,KNFG,33.30125556,-117.3551667,78,6006,13,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,Major Engine
FALLON NAS,United States,KNFL,39.41783056,-118.6985889,3935,14001,14,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Airframe, Major Engine"
FT WORTH NAS JRB,United States,KNFW,32.76919444,-97.44152778,650,11999,4,Military/non-civil,TRUE,"JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CORPUS CHRISTI NAS/TRUAX,United States,KNGP,27.6927,-97.290375,19,8002,6,Military/non-civil,TRUE,"80-87 octane, JET B, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
NAVY OUTLYING FIELD (NOLF) GOLIAD,United States,KNGT,28.61160833,-97.61256944,322,8001,4,Military/non-civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
NORFOLK NS,United States,KNGU,36.93746667,-76.28927778,15,8370,-10,Military/non-civil,TRUE,"80-87 octane, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
PATUXENT RIVER NAS,United States,KNHK,38.28633056,-76.40996667,39,11799,-10,Military/non-civil,TRUE,"80-87 octane, JET, JET 4, JET 5",TRUE,Low Pressure Bottle,Major Engine
CHINA LAKE NAWS,United States,KNID,35.68563056,-117.6917722,2284,10001,14,Military/non-civil,TRUE,"JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
JACKSONVILLE NAS,United States,KNIP,30.23370556,-81.67605833,23,9003,-6,Military/non-civil,TRUE,"80-87 octane, JET 4, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
EL CENTRO NAF (VRACIU),United States,KNJK,32.82663333,-115.6685611,-42,9503,11,Military/non-civil,TRUE,"80-87 octane, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
CHERRY POINT MCAS,United States,KNKT,34.90316944,-76.88077222,29,8979,-9,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MIRAMAR MCAS (JOE FOSS),United States,KNKX,32.86852778,-117.1431889,477,12000,12,Military/non-civil,TRUE,"100 low lead (LL) octane, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
LEMOORE NAS,United States,KNLC,36.33312778,-119.9521611,229,13502,14,Military/non-civil,TRUE,"80-87 octane, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MERIDIAN NAS,United States,KNMM,32.55348056,-88.55526389,316,8003,-2,Military/non-civil,TRUE,"80-87 octane, Mogas, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ORANGE GROVE NALF,United States,KNOG,27.89680556,-98.04355556,257,8001,5,Military/non-civil,FALSE,"Mogas, JET 5",TRUE,Low Pressure Bottle,Major Engine
PORT ANGELES CGAS,United States,KNOW,48.14129167,-123.4139528,13,4500,17,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,Major Engine
PENSACOLA NAS/SHERMAN,United States,KNPA,30.35327222,-87.31797222,28,8001,-1,Military/non-civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
MILLINGTON-MEMPHIS,United States,KNQA,35.35663889,-89.87041667,319,8000,0,Public/civil,TRUE,"80-87 octane, JET A, JET 5",FALSE,"High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
KINGSVILLE NAS,United States,KNQI,27.50452778,-97.80827778,50,8000,4,Military/non-civil,TRUE,"100-130 octane, Mogas, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
KEY WEST NAS,United States,KNQX,24.57463611,-81.68664444,6,10002,-6,Military/non-civil,TRUE,"100-130 octane, JET B, JET 5",TRUE,Low Pressure Bottle,Major Engine
MAYPORT NS-ADMIRAL DAVID L. MC DONALD FLD,United States,KNRB,30.391375,-81.42452222,15,8001,-6,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,Major Engine
NORTON MUN,United States,KNRN,39.85047222,-99.89469444,2384,4701,8,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
WHITING FLD NAS (NORTH),United States,KNSE,30.72247222,-87.02390278,199,6002,-2,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
SAN NICOLAS I NOLF,United States,KNSI,33.23886111,-119.4570111,506,10002,12,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,Major Engine
POINT MUGU NAS,United States,KNTD,34.119275,-119.1195861,13,11102,12,Military/non-civil,TRUE,"73 octane, 80-87 octane, Mogas, JET B, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
OCEANA NAS,United States,KNTU,36.82274167,-76.03189722,22,12007,-10,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SAN CLEMENTE ISLAND NALF,United States,KNUC,33.02274444,-118.5884917,184,9301,12,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,Major Engine
MOUNTAIN VIEW/MOFFETT FEDERAL AFLD,United States,KNUQ,37.41614167,-122.0491306,37,9197,16,Private,TRUE,"Mogas, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
WHIDBEY I NAS,United States,KNUW,48.35183889,-122.6559583,47,8000,18,Military/non-civil,TRUE,"JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
NEVADA MUN,United States,KNVD,37.85247778,-94.30460833,892,5000,2,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
QUANTICO MCAF,United States,KNYG,38.503625,-77.30503333,11,4250,-9,Military/non-civil,TRUE,"Mogas, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
YUMA MCAS/YUMA INTL,United States,KNYL,32.656575,-114.6059861,213,13300,11,Jointly operated public/military,TRUE,"100 low lead (LL) octane, Mogas, JET, JET A-1, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Airframe, Major Engine"
NORTH ISLAND NAS,United States,KNZY,32.69819722,-117.2131111,26,8000,11,Military/non-civil,TRUE,"80-87 octane, JET 4, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ELLIS,United States,KOAJ,34.82916667,-77.61213889,93,7100,-7.8,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
METRO OAKLAND INTL,United States,KOAK,37.72125,-122.2211389,9,10520,14,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
MARINA MUN,United States,KOAR,36.68152222,-121.7616528,137,3483,15,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
OKEECHOBEE CO,United States,KOBE,27.26658333,-80.85038889,33,5000,-6,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, Low Pressure, Low Pressure Bottle","Minor Airframe, Minor Engine, Major Engine"
WOODBINE MUN,United States,KOBI,39.21913889,-74.79475,41,3304,-12,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
OCALA INTL-TAYLOR,United States,KOCF,29.17187778,-82.22411389,90,7467,-4,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
MANGHAM REGL,United States,KOCH,31.57776389,-94.71011111,355,5000,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
BAKE MUNI,United States,KOCQ,44.87405556,-87.90976944,604,3198,-3,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,Major Engine
WASHINGTON-WARREN,United States,KOCW,35.57046667,-77.04981389,37,5000,-8,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
ODESSA-SCHLEMEYER,United States,KODO,31.92141389,-102.3871333,3004,6200,8,Public/civil,TRUE,"80-87 octane, JET A, JET 5",TRUE,"High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
SHARP,United States,KODX,41.62369444,-98.95186111,2070,4721,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
BRANCH CO MEML,United States,KOEB,41.93348889,-85.05230833,958,5350,-5,Public/civil,TRUE,"73 octane, 80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
OAKLEY MUN,United States,KOEL,39.10994444,-100.8164333,3045,5000,8,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SIMENSTAD MUN,United States,KOEO,45.30934444,-92.69012222,906,5006,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
OFFUTT AFB,United States,KOFF,41.11932778,-95.90851944,1049,11703,5,Military/non-civil,TRUE,"Mogas, JET B, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
NORFOLK REGL/STEFAN MEML,United States,KOFK,41.98546111,-97.43511389,1573,5806,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
HANOVER CO MUN,United States,KOFP,37.70895556,-77.43665278,207,5402,-9,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
SEARLE,United States,KOGA,41.11947222,-101.7696944,3279,5102,7,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,"Unspecified, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ORANGEBURG MUN,United States,KOGB,33.45691667,-80.85940556,195,5399,-7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
OGDEN-HINCKLEY,United States,KOGD,41.19566667,-112.0129361,4473,8103,11,Public/civil,TRUE,"100 low lead (LL) octane, JET A, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ONTONAGON CO - SCHUSTER FIELD,United States,KOGM,46.84547222,-89.36708333,665,3503,-3,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
OGDENSBURG INTL,United States,KOGS,44.68224722,-75.46325833,302,6400,-13,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
LT EATON,United States,KOIC,42.56655556,-75.52411111,1024,4727,-11,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
OBERLIN MUN,United States,KOIN,39.83488889,-100.5397778,2710,3501,6,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
STAFFORD,United States,KOJA,35.54580556,-98.6685,1605,5100,6,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
JOHNSON CO EXECUTIVE,United States,KOJC,38.84760278,-94.73758611,1096,4098,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
MAXWELL MEML,United States,KOKB,33.21797778,-117.3515083,28,2712,13,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Major Airframe, Major Engine"
WILL ROGERS WORLD,United States,KOKC,35.393075,-97.60076111,1296,9803,4,Public/civil,TRUE,"80-87 octane, JET, JET B, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
EISENBERG,United States,KOKH,48.25152778,-122.6736667,193,3265,19,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,Major Engine
KOKOMO MUN,United States,KOKK,40.52766667,-86.05975,832,6001,-5,Public/civil,TRUE,"80-87 octane, JET, JET A, JET 5",TRUE,"Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
OKMULGEE REGL,United States,KOKM,35.66811111,-95.94852778,720,5150,4,Public/civil,TRUE,"80-87 octane, JET, JET B, JET 5",TRUE,Low Pressure Bottle,"Major Airframe, Major Engine"
GARDEN CO,United States,KOKS,41.40191111,-102.3563528,3394,4699,9,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
WINCHESTER REGL,United States,KOKV,39.14352778,-78.14444444,726,5498,-10,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
KAOLIN,United States,KOKZ,32.96672222,-82.83816667,438,5016,-5,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
DEWITT OLD TOWN MUN,United States,KOLD,44.95233611,-68.67449444,127,4001,-19,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CATTARAUGUS CO-OLEAN,United States,KOLE,42.24119444,-78.37136111,2135,4800,-11,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,Low Pressure Bottle,Major Engine
CLAYTON,United States,KOLF,48.0945,-105.5750556,1989,5091,9,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
SOLON SPRINGS MUN,United States,KOLG,46.31475,-91.816375,1102,3099,1.2,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Airframe, Major Engine"
OLYMPIA REGL,United States,KOLM,46.96940556,-122.9025444,208,5500,15,Public/civil,TRUE,"100 low lead (LL) octane, JET, JET 5",TRUE,"Unspecified, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
NOGALES INTL,United States,KOLS,31.41772222,-110.8478889,3955,7200,12,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
COLUMBUS MUN,United States,KOLU,41.44872222,-97.34094444,1447,6801,8,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
OLIVE BRANCH,United States,KOLV,34.97875,-89.78686111,402,6000,-1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
OLNEY-NOBLE,United States,KOLY,38.72182778,-88.17643333,482,4099,-3,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
OELWEIN MUN,United States,KOLZ,42.680925,-91.97439444,1076,4000,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
EPPLEY,United States,KOMA,41.30316667,-95.89405556,985,9502,2,Public/civil,TRUE,"80-87 octane, JET, JET A-1, JET 5",TRUE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ORANGE CO,United States,KOMH,38.24719444,-78.04561111,464,3200,-9,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
OMAK,United States,KOMK,48.46441667,-119.5180556,1305,4667,16,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
ORMOND BEACH MUN,United States,KOMN,29.30113889,-81.11380556,28,4005,-6,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
WINONA MUN-CONRAD,United States,KONA,44.07961111,-91.71163056,656,5679,-1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
THE O'NEILL MUN-BAKER,United States,KONL,42.46936111,-98.68777778,2034,4408,9,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SOCORRO MUN,United States,KONM,34.02247222,-106.9031389,4875,5841,9,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,Major Engine
ONTARIO MUN,United States,KONO,44.01936111,-117.0130278,2193,5006,17,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
NEWPORT MUN,United States,KONP,44.58036111,-124.0579167,160,5398,15,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
ONTARIO INTL,United States,KONT,34.056,-117.6011944,944,12197,12,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
CURRITUCK CO REGL,United States,KONX,36.39994444,-76.01544444,18,5500,-10,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
OLNEY MUN,United States,KONY,33.35088889,-98.81916667,1275,5101,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
GROSSE ILE MUN,United States,KONZ,42.09907778,-83.16146944,591,4846,-7,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
OSKALOOSA MUN,United States,KOOA,41.22611111,-92.49383333,840,4012,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MIAMI-OPA LOCKA EXECUTIVE,United States,KOPF,25.90741667,-80.27822222,8,8002,-6,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ST LANDRY PARISH-AHART FLD,United States,KOPL,30.55838889,-92.09938889,75,5999,1,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
